id,name,team,position,jersey,dob,age,western,chinese,chineseEnglish,chineseYearOnly,cnyDiffers,lifePath,lifePathDigitSum,natalCompound,yearsExp,college
00-0040146,Wyatt Milum,JAX,OL,64,2002-12-27,23,Capricorn,Horse,Water Horse,Horse,false,43/7,16/7,16/7,1,West Virginia
00-0036380,Alohi Gilman,KC,DB,17,1997-09-17,29,Virgo,Ox,Fire Ox,Ox,false,52/7,43/7,43/7,6,Notre Dame
00-0040640,Ashton Gillotte,KC,DL,97,2002-10-30,23,Scorpio,Horse,Water Horse,Horse,false,44/8,8,8,1,Louisville
00-0038489,Ben VanSumeren,KC,RB,47,2000-05-05,26,Taurus,Dragon,Metal Dragon,Dragon,false,12/3,12/3,12/3,3,Michigan State; Michigan
00-0040078,Brashard Smith,KC,RB,24,2003-04-11,23,Aries,Goat,Water Goat,Goat,false,20/2,11,11,1,SMU; Miami
00-0032762,Chris Jones,KC,DL,95,1994-07-03,32,Cancer,Dog,Wood Dog,Dog,false,33,33,33,10,Mississippi State
00-0039324,Christian Roland-Wallace,KC,DB,30,2001-11-23,24,Sagittarius,Snake,Metal Snake,Snake,false,37/10/1,10/1,10/1,2,USC; Arizona
00-0035900,Cole Christiansen,KC,LB,48,1997-07-30,29,Leo,Ox,Fire Ox,Ox,false,63/9,36/9,36/9,6,Army
00-0036623,Creed Humphrey,KC,OL,52,1999-06-28,27,Cancer,Rabbit,Earth Rabbit,Rabbit,false,62/8,44/8,44/8,5,Oklahoma
00-0040890,Cyrus Allen,KC,WR,13,2003-02-11,23,Aquarius,Goat,Water Goat,Goat,false,18/9,9,9,0,Cincinnati; Texas A&M; Louisiana Tech
00-0035262,Drue Tranquill,KC,LB,23,1995-08-15,31,Leo,Pig,Wood Pig,Pig,false,47/11,38/11,38/11,7,Notre Dame
00-0041013,Emmett Johnson,KC,RB,10,2003-10-10,22,Libra,Goat,Water Goat,Goat,false,25/7,7,7,0,Nebraska
00-0039006,Felix Anudike-Uzomah,KC,DL,91,2002-01-24,24,Aquarius,Snake,Metal Snake,Horse,true,29/11,11,11,3,Kansas State
00-0037192,George Karlaftis,KC,DL,56,2001-04-03,25,Aries,Snake,Metal Snake,Snake,false,10/1,10/1,10/1,4,Purdue
00-0033303,Harrison Butker,KC,K,7,1995-07-14,31,Cancer,Pig,Wood Pig,Pig,false,45/9,36/9,36/9,9,Georgia Tech
00-0039827,Hunter Nourzad,KC,OL,64,2000-11-26,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,39/12/3,12/3,12/3,2,Penn State; Cornell
00-0037208,Jack Cochrane,KC,LB,43,1999-02-09,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,39/12/3,39/12/3,39/12/3,4,South Dakota
00-0039825,Jaden Hicks,KC,DB,21,2002-08-16,24,Leo,Horse,Water Horse,Horse,false,28/10/1,19/10/1,19/10/1,2,Washington State
00-0041497,Jadon Canady,KC,DB,22,2003-05-01,23,Taurus,Goat,Water Goat,Goat,false,11,11,11,0,Oregon; Mississippi; Tulane
00-0040081,Jake Briningstool,KC,TE,88,2002-12-09,23,Sagittarius,Horse,Water Horse,Horse,false,25/7,16/7,16/7,1,Clemson
00-0040646,Jalen Royals,KC,WR,11,2003-02-18,23,Aquarius,Goat,Water Goat,Goat,false,25/7,16/7,16/7,1,Utah State
00-0030615,James Winchester,KC,LS,41,1989-08-06,37,Leo,Snake,Earth Snake,Snake,false,41/5,41/5,41/5,13,Oklahoma
00-0036557,Jaylon Moore,KC,OL,77,1998-01-09,28,Capricorn,Ox,Fire Ox,Tiger,true,37/10/1,37/10/1,37/10/1,5,Western Michigan
00-0040072,Jeffrey Bassa,KC,LB,31,2002-09-20,24,Virgo,Horse,Water Horse,Horse,false,33,15/6,15/6,1,Oregon
00-0037807,Joshua Ezeudu,KC,OL,73,1999-09-19,27,Virgo,Rabbit,Earth Rabbit,Rabbit,false,56/11,47/11,47/11,4,North Carolina
00-0036945,Justin Fields,KC,QB,6,1999-03-05,27,Pisces,Rabbit,Earth Rabbit,Rabbit,false,36/9,36/9,36/9,5,Ohio State
00-0041019,Kahlil Benson,KC,OL,70,2002-08-30,24,Virgo,Horse,Water Horse,Horse,false,42/6,15/6,15/6,0,Indiana; Colorado
00-0038134,Kenneth Walker III,KC,RB,9,2000-10-20,25,Libra,Dragon,Metal Dragon,Dragon,false,32/5,5,5,4,Michigan State; Wake Forest
00-0036909,Khyiris Tonga,KC,DL,92,1996-07-07,30,Cancer,Rat,Fire Rat,Rat,false,39/12/3,39/12/3,39/12/3,5,BYU
00-0039844,Kingsley Suamataia,KC,OL,76,2003-01-18,23,Capricorn,Horse,Water Horse,Goat,true,24/6,15/6,15/6,2,BYU; Oregon
00-0036416,Kristian Fulton,KC,DB,8,1998-09-03,28,Virgo,Tiger,Earth Tiger,Tiger,false,39/12/3,39/12/3,39/12/3,6,LSU
00-0036374,L'Jarius Sneed,KC,DB,38,1997-01-21,29,Aquarius,Rat,Fire Rat,Ox,true,48/12/3,30/3,30/3,6,Louisiana Tech
00-0041543,Mansoor Delane,KC,DB,5,2003-12-15,22,Sagittarius,Goat,Water Goat,Goat,false,32/5,14/5,14/5,0,LSU; Virginia Tech
00-0039433,Marcus Harris,KC,DL,96,2000-09-27,25,Libra,Dragon,Metal Dragon,Dragon,false,38/11,20/2,20/2,2,Auburn; Kansas
00-0037284,Matt Araiza,KC,P,14,2000-05-16,26,Taurus,Dragon,Metal Dragon,Dragon,false,23/5,14/5,14/5,4,San Diego State
00-0037207,Mike Caliendo,KC,OL,66,1997-10-21,28,Libra,Ox,Fire Ox,Ox,false,57/12/3,30/3,30/3,4,Western Michigan
00-0036621,Nick Bolton,KC,LB,32,2000-03-10,26,Pisces,Dragon,Metal Dragon,Dragon,false,15/6,6,6,5,Missouri
00-0038519,Nikko Remigio,KC,WR,81,1999-11-04,26,Scorpio,Rabbit,Earth Rabbit,Rabbit,false,43/7,34/7,34/7,3,Fresno State
00-0036637,Noah Gray,KC,TE,83,1999-04-30,27,Taurus,Rabbit,Earth Rabbit,Rabbit,false,62/8,35/8,35/8,5,Duke
00-0040670,Nohl Williams,KC,DB,20,2002-09-23,23,Libra,Horse,Water Horse,Horse,false,36/9,18/9,18/9,1,California
00-0033873,Patrick Mahomes,KC,QB,15,1995-09-17,31,Virgo,Pig,Wood Pig,Pig,false,50/5,41/5,41/5,9,Texas Tech
00-0041545,Peter Woods,KC,DL,99,2005-03-05,21,Pisces,Rooster,Wood Rooster,Rooster,false,15/6,15/6,15/6,0,Clemson
00-0041501,R Mason Thomas,KC,DL,51,2004-08-25,22,Virgo,Monkey,Wood Monkey,Monkey,false,39/12/3,21/3,21/3,0,Oklahoma
00-0039067,Rashee Rice,KC,WR,4,2000-04-22,26,Taurus,Dragon,Metal Dragon,Dragon,false,28/10/1,10/1,10/1,3,SMU
00-0030506,Travis Kelce,KC,TE,87,1989-10-05,36,Libra,Snake,Earth Snake,Snake,false,42/6,33,33,13,Cincinnati
00-0036660,Trey Smith,KC,OL,65,1999-06-16,27,Gemini,Rabbit,Earth Rabbit,Rabbit,false,50/5,41/5,41/5,5,Tennessee
00-0038104,Tyquan Thornton,KC,WR,2,2000-08-07,26,Leo,Dragon,Metal Dragon,Dragon,false,17/8,17/8,17/8,4,Baylor
00-0040957,Xavier Nwankpa,KC,DB,29,2003-12-08,22,Sagittarius,Goat,Water Goat,Goat,false,25/7,16/7,16/7,0,Iowa
00-0039894,Xavier Worthy,KC,WR,1,2003-04-27,23,Taurus,Goat,Water Goat,Goat,false,36/9,18/9,18/9,2,Texas
00-0031388,Aaron Donald,LA,DL,99,1991-05-23,35,Gemini,Goat,Metal Goat,Goat,false,48/12/3,30/3,30/3,12,Pittsburgh
00-0036603,Alaric Jackson,LA,OL,77,1998-07-14,28,Cancer,Tiger,Earth Tiger,Tiger,false,48/12/3,39/12/3,39/12/3,5,Iowa
00-0039753,Beaux Limmer,LA,OL,50,2001-06-10,25,Gemini,Snake,Metal Snake,Snake,false,19/10/1,10/1,10/1,2,Arkansas
00-0036093,Bill Murray,LA,OL,66,1997-07-03,29,Cancer,Ox,Fire Ox,Ox,false,36/9,36/9,36/9,6,William & Mary
00-0039738,Blake Corum,LA,RB,24,2000-11-25,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,38/11,11,11,2,Michigan
00-0039734,Braden Fiske,LA,DL,55,2000-01-18,26,Capricorn,Rabbit,Earth Rabbit,Dragon,true,21/3,12/3,12/3,2,Florida State; Western Michigan
00-0039137,Byron Young,LA,LB,0,1998-03-13,28,Pisces,Tiger,Earth Tiger,Tiger,false,43/7,34/7,34/7,3,Tennessee
00-0041399,CJ Daniels,LA,WR,6,2002-01-04,24,Capricorn,Snake,Metal Snake,Horse,true,9,9,9,0,Miami; LSU; Liberty
00-0036244,Colby Parkinson,LA,TE,84,1999-01-07,27,Capricorn,Tiger,Earth Tiger,Rabbit,true,36/9,36/9,36/9,6,Stanford
00-0034114,Coleman Shelton,LA,OL,65,1995-07-28,31,Leo,Pig,Wood Pig,Pig,false,59/14/5,41/5,41/5,8,Washington
00-0031381,Davante Adams,LA,WR,17,1992-12-24,33,Capricorn,Monkey,Water Monkey,Monkey,false,57/12/3,30/3,30/3,12,Fresno State
00-0030097,David Quessenberry,LA,OL,68,1990-08-24,36,Virgo,Horse,Metal Horse,Horse,false,51/6,33,33,13,San Jose State
00-0039074,Davis Allen,LA,TE,87,2001-02-03,25,Aquarius,Snake,Metal Snake,Snake,false,8,8,8,3,Clemson
00-0039061,Desjuan Johnson,LA,LB,94,1999-09-02,27,Virgo,Rabbit,Earth Rabbit,Rabbit,false,39/12/3,39/12/3,39/12/3,3,Toledo
00-0039830,Dylan McMahon,LA,OL,63,2001-01-22,25,Aquarius,Dragon,Metal Dragon,Snake,true,26/8,8,8,2,N.C. State
00-0039151,Emmanuel Forbes,LA,DB,1,2001-01-13,25,Capricorn,Dragon,Metal Dragon,Snake,true,17/8,8,8,3,Mississippi State
00-0039059,Ethan Evans,LA,P,42,2001-07-19,25,Cancer,Snake,Metal Snake,Snake,false,29/11,20/2,20/2,3,Wingate
00-0036672,Grant Stuard,LA,LB,44,1998-10-15,27,Libra,Tiger,Earth Tiger,Tiger,false,52/7,34/7,34/7,5,Houston
00-0039498,Harrison Mevis,LA,K,92,2002-03-27,24,Aries,Horse,Water Horse,Horse,false,34/7,16/7,16/7,2,Missouri
00-0039776,Jaylen McCollough,LA,DB,2,2000-10-12,25,Libra,Dragon,Metal Dragon,Dragon,false,24/6,6,6,2,Tennessee
00-0037195,Jaylen Watson,LA,DB,35,1998-09-17,28,Virgo,Tiger,Earth Tiger,Tiger,false,53/8,44/8,44/8,4,Washington State; Ventura
00-0032228,Joe Cardona,LA,LS,49,1992-04-16,34,Aries,Monkey,Water Monkey,Monkey,false,41/5,32/5,32/5,11,Navy
00-0039751,Jordan Whittington,LA,WR,88,2000-10-01,25,Libra,Dragon,Metal Dragon,Dragon,false,13/4,4,4,2,Texas
00-0040580,Josaiah Stewart,LA,LB,10,2003-04-26,23,Taurus,Goat,Water Goat,Goat,false,35/8,17/8,17/8,1,Michigan; Coastal Carolina
00-0039772,Josh Wallace,LA,DB,30,2000-07-05,26,Cancer,Dragon,Metal Dragon,Dragon,false,14/5,14/5,14/5,2,Michigan; UMass Amherst
00-0036349,Kam Curl,LA,DB,3,1999-03-03,27,Pisces,Rabbit,Earth Rabbit,Rabbit,false,34/7,34/7,34/7,6,Arkansas
00-0039834,Kamren Kinchens,LA,DB,5,2002-09-29,23,Libra,Horse,Water Horse,Horse,false,42/6,24/6,24/6,2,Miami
00-0036339,Kevin Dotson,LA,OL,69,1996-09-18,30,Virgo,Rat,Fire Rat,Rat,false,52/7,43/7,43/7,6,Louisiana-Lafayette
00-0039138,Kobie Turner,LA,DL,91,1999-04-26,27,Taurus,Rabbit,Earth Rabbit,Rabbit,false,58/13/4,40/4,40/4,3,Wake Forest
00-0040590,Konata Mumpfield,LA,WR,4,2002-10-24,23,Scorpio,Horse,Water Horse,Horse,false,38/11,11,11,1,Pittsburgh; Akron
00-0037840,Kyren Williams,LA,RB,23,2000-08-26,26,Virgo,Dragon,Metal Dragon,Dragon,false,36/9,18/9,18/9,4,Notre Dame
00-0026498,Matthew Stafford,LA,QB,9,1988-02-07,38,Aquarius,Rabbit,Fire Rabbit,Dragon,true,35/8,35/8,35/8,17,Georgia
00-0041510,Max Klare,LA,TE,86,2003-07-08,23,Cancer,Goat,Water Goat,Goat,false,20/2,20/2,20/2,0,Ohio State; Purdue
00-0037587,Nate Landman,LA,LB,53,1998-11-19,27,Scorpio,Tiger,Earth Tiger,Tiger,false,57/12/3,39/12/3,39/12/3,4,Colorado
00-0039774,Omar Speights,LA,LB,48,2001-03-02,25,Pisces,Snake,Metal Snake,Snake,false,8,8,8,2,LSU; Oregon State
00-0034234,Poona Ford,LA,DL,97,1995-11-19,30,Scorpio,Pig,Wood Pig,Pig,false,54/9,36/9,36/9,8,Texas
00-0039075,Puka Nacua,LA,WR,12,2001-05-29,25,Gemini,Snake,Metal Snake,Snake,false,37/10/1,19/10/1,19/10/1,3,BYU; Washington
00-0037841,Quentin Lake,LA,DB,37,1999-01-29,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,58/13/4,40/4,40/4,4,UCLA
00-0037557,Ronnie Rivers,LA,RB,20,1999-01-31,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,60/6,33,33,4,Fresno State
00-0040613,Shaun Dolac,LA,LB,56,2001-09-14,25,Virgo,Snake,Metal Snake,Snake,false,26/8,17/8,17/8,1,Buffalo
00-0039107,Stetson Bennett,LA,QB,13,1997-10-28,28,Scorpio,Ox,Fire Ox,Ox,false,64/10/1,37/10/1,37/10/1,3,Georgia; Jones County JC
00-0039058,Steve Avila,LA,OL,73,1999-10-16,26,Libra,Rabbit,Earth Rabbit,Rabbit,false,54/9,36/9,36/9,3,TCU
00-0038366,Tanner Ingle,LA,DB,34,1999-10-29,26,Scorpio,Rabbit,Earth Rabbit,Rabbit,false,67/13/4,40/4,40/4,3,N.C. State
00-0040737,Terrance Ferguson,LA,TE,18,2003-03-07,23,Pisces,Goat,Water Goat,Goat,false,15/6,15/6,15/6,1,Oregon
00-0037191,Trent McDuffie,LA,DB,22,2000-09-13,26,Virgo,Dragon,Metal Dragon,Dragon,false,24/6,15/6,15/6,4,Washington
00-0036849,Tutu Atwell,LA,WR,8,1999-10-07,26,Libra,Rabbit,Earth Rabbit,Rabbit,false,45/9,36/9,36/9,5,Louisville
00-0040585,Ty Hamilton,LA,DL,57,2002-04-15,24,Aries,Horse,Water Horse,Horse,false,23/5,14/5,14/5,1,Ohio State
00-0041568,Ty Simpson,LA,QB,15,2002-12-21,23,Sagittarius,Horse,Water Horse,Horse,false,37/10/1,10/1,10/1,0,Alabama
00-0039749,Tyler Davis,LA,DL,90,2000-11-01,25,Scorpio,Dragon,Metal Dragon,Dragon,false,14/5,5,5,2,Clemson
00-0033110,Tyler Higbee,LA,TE,89,1993-01-01,33,Capricorn,Monkey,Water Monkey,Rooster,true,24/6,24/6,24/6,10,Western Kentucky
00-0039077,Warren McClendon Jr.,LA,OL,71,2001-04-11,25,Aries,Snake,Metal Snake,Snake,false,18/9,9,9,3,Georgia
00-0041404,Wesley Bailey,LA,LB,47,2001-04-26,25,Taurus,Snake,Metal Snake,Snake,false,33,15/6,15/6,0,Louisville; Rutgers
00-0038359,Xavier Smith,LA,WR,19,1997-09-21,29,Virgo,Ox,Fire Ox,Ox,false,56/11,38/11,38/11,3,Florida A&M
00-0041544,Akheem Mesidor,LAC,LB,90,2001-04-05,25,Aries,Snake,Metal Snake,Snake,false,12/3,12/3,12/3,0,Miami; West Virginia
00-0035125,Alec Ingold,LAC,RB,30,1996-07-09,30,Cancer,Rat,Fire Rat,Rat,false,41/5,41/5,41/5,7,Wisconsin
00-0041550,Brenen Thompson,LAC,WR,89,2003-07-25,23,Leo,Goat,Water Goat,Goat,false,37/10/1,19/10/1,19/10/1,0,Mississippi State; Texas
00-0032146,Bud Dupree,LAC,LB,48,1993-02-12,33,Aquarius,Rooster,Water Rooster,Rooster,false,36/9,27/9,27/9,11,Kentucky
00-0039369,Cam Hart,LAC,DB,20,2000-12-05,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,19/10/1,10/1,10/1,2,Notre Dame
00-0037224,Cameron Dicker,LAC,K,11,2000-05-06,26,Taurus,Dragon,Metal Dragon,Dragon,false,13/4,13/4,13/4,4,Texas
00-0038046,Charlie Kolar,LAC,TE,88,1999-02-10,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,40/4,31/4,31/4,4,Iowa State
00-0038103,Cole Strange,LAC,OL,69,1998-07-31,28,Leo,Tiger,Earth Tiger,Tiger,false,65/11,38/11,38/11,4,Tennessee-Chattanooga
00-0038553,Daiyan Henley,LAC,LB,0,1999-11-18,26,Scorpio,Rabbit,Earth Rabbit,Rabbit,false,57/12/3,39/12/3,39/12/3,3,Washington State; Nevada
00-0033546,Dalvin Tomlinson,LAC,DL,94,1994-02-18,32,Aquarius,Dog,Wood Dog,Dog,false,43/7,34/7,34/7,9,Alabama
00-0033885,David Njoku,LAC,TE,83,1996-07-10,30,Cancer,Rat,Fire Rat,Rat,false,42/6,33,33,9,Miami
00-0035202,Del'Shawn Phillips,LAC,LB,53,1996-10-09,29,Libra,Rat,Fire Rat,Rat,false,44/8,35/8,35/8,7,Illinois
00-0038573,Derius Davis,LAC,WR,12,2000-09-11,26,Virgo,Dragon,Metal Dragon,Dragon,false,22,13/4,13/4,3,TCU
00-0034790,Derwin James,LAC,DB,3,1996-08-03,30,Leo,Rat,Fire Rat,Rat,false,36/9,36/9,36/9,8,Florida State
00-0034356,Donte Jackson,LAC,DB,26,1995-11-08,30,Scorpio,Pig,Wood Pig,Pig,false,43/7,34/7,34/7,8,LSU
00-0035589,Gary Jennings,LAC,WR,87,1997-03-07,29,Pisces,Ox,Fire Ox,Ox,false,36/9,36/9,36/9,7,West Virginia
00-0041064,Genesis Smith,LAC,DB,22,2004-11-05,21,Scorpio,Monkey,Wood Monkey,Monkey,false,22,13/4,13/4,0,Arizona
00-0034162,J.K. Scott,LAC,P,16,1995-10-30,30,Scorpio,Pig,Wood Pig,Pig,false,64/10/1,28/10/1,28/10/1,8,Alabama
00-0041383,Jacob Spomer,LAC,OL,60,2001-01-24,25,Aquarius,Snake,Metal Snake,Snake,false,28/10/1,10/1,10/1,0,Fresno State; Diablo Valley College
00-0041392,Jake Slaughter,LAC,OL,66,2002-12-19,23,Sagittarius,Horse,Water Horse,Horse,false,35/8,17/8,17/8,0,Florida
00-0040144,Jamaree Caldwell,LAC,DL,99,2000-08-30,26,Virgo,Dragon,Metal Dragon,Dragon,false,40/4,13/4,13/4,1,Oregon; Houston; Independence Comm. College
00-0039897,Joe Alt,LAC,OL,76,2003-02-28,23,Pisces,Goat,Water Goat,Goat,false,35/8,17/8,17/8,2,Notre Dame
00-0028845,Josh Harris,LAC,LS,47,1989-04-27,37,Taurus,Snake,Earth Snake,Snake,false,58/13/4,40/4,40/4,14,Auburn
00-0039835,Justin Eboigbe,LAC,DL,92,2001-04-09,25,Aries,Snake,Metal Snake,Snake,false,16/7,16/7,16/7,2,Alabama
00-0036355,Justin Herbert,LAC,QB,10,1998-03-10,28,Pisces,Tiger,Earth Tiger,Tiger,false,40/4,31/4,31/4,6,Oregon
00-0036736,Kayode Awosika,LAC,OL,74,1998-10-27,27,Scorpio,Tiger,Earth Tiger,Tiger,false,64/10/1,37/10/1,37/10/1,5,Buffalo
00-0038454,Keaton Mitchell,LAC,RB,34,2002-01-17,24,Capricorn,Snake,Metal Snake,Horse,true,22,13/4,13/4,3,East Carolina
00-0038414,Kendall Williamson,LAC,DB,32,2000-08-24,26,Virgo,Dragon,Metal Dragon,Dragon,false,34/7,16/7,16/7,3,Stanford
00-0031040,Khalil Mack,LAC,LB,52,1991-02-22,35,Pisces,Goat,Metal Goat,Goat,false,44/8,26/8,26/8,12,Buffalo
00-0039391,Kimani Vidal,LAC,RB,28,2001-08-28,25,Virgo,Snake,Metal Snake,Snake,false,39/12/3,21/3,21/3,2,Troy
00-0039915,Ladd McConkey,LAC,WR,15,2001-11-11,24,Scorpio,Snake,Metal Snake,Snake,false,25/7,7,7,2,Georgia
00-0040460,Marlowe Wax,LAC,LB,58,2002-12-13,23,Sagittarius,Horse,Water Horse,Horse,false,29/11,11,11,1,Syracuse
00-0041072,Nick Barrett,LAC,DL,91,2003-07-28,23,Leo,Goat,Water Goat,Goat,false,40/4,22,22,0,South Carolina
00-0040666,Omarion Hampton,LAC,RB,8,2003-03-16,23,Pisces,Goat,Water Goat,Goat,false,24/6,15/6,15/6,1,North Carolina
00-0040189,Oronde Gadsden II,LAC,TE,86,2003-06-25,23,Cancer,Goat,Water Goat,Goat,false,36/9,18/9,18/9,1,Syracuse
00-0038544,Quentin Johnston,LAC,WR,1,2001-09-06,25,Virgo,Snake,Metal Snake,Snake,false,18/9,18/9,18/9,3,TCU
00-0040221,R.J. Mickens,LAC,DB,27,2001-07-10,25,Cancer,Snake,Metal Snake,Snake,false,20/2,11,11,1,Clemson
00-0037009,Rashawn Slater,LAC,OL,70,1999-03-26,27,Aries,Rabbit,Earth Rabbit,Rabbit,false,57/12/3,39/12/3,39/12/3,5,Northwestern
00-0041381,Rodney Shelley,LAC,DB,24,2002-08-14,24,Leo,Horse,Water Horse,Horse,false,26/8,17/8,17/8,0,Georgia Tech
00-0039366,Tarheeb Still,LAC,DB,4,2002-06-09,24,Gemini,Horse,Water Horse,Horse,false,19/10/1,19/10/1,19/10/1,2,Maryland
00-0036181,Teair Tart,LAC,DL,93,1997-02-28,29,Pisces,Ox,Fire Ox,Ox,false,56/11,38/11,38/11,6,Florida International
00-0030294,Tony Jefferson,LAC,DB,23,1992-01-27,34,Aquarius,Goat,Metal Goat,Monkey,true,49/13/4,31/4,31/4,13,Oklahoma
00-0041058,Travis Burke,LAC,OL,77,2003-01-06,23,Capricorn,Horse,Water Horse,Goat,true,12/3,12/3,12/3,0,Memphis; Florida International; Gardner-Webb
00-0040727,Tre Harris,LAC,WR,9,2002-02-28,24,Pisces,Horse,Water Horse,Horse,false,34/7,16/7,16/7,1,Mississippi; Louisiana Tech
00-0037241,Trevor Penning,LAC,OL,75,1999-05-15,27,Taurus,Rabbit,Earth Rabbit,Rabbit,false,48/12/3,39/12/3,39/12/3,4,Northern Iowa
00-0037012,Trey Lance,LAC,QB,5,2000-05-09,26,Taurus,Dragon,Metal Dragon,Dragon,false,16/7,16/7,16/7,5,North Dakota State
00-0036338,Troy Dye,LAC,LB,43,1996-09-18,30,Virgo,Rat,Fire Rat,Rat,false,52/7,43/7,43/7,6,Oregon
00-0039111,Tuli Tuipulotu,LAC,LB,45,2002-09-03,24,Virgo,Horse,Water Horse,Horse,false,16/7,16/7,16/7,3,USC
00-0033381,Adam Butler,LV,DL,69,1994-04-12,32,Aries,Dog,Wood Dog,Dog,false,39/12/3,30/3,30/3,9,Vanderbilt
00-0035190,AJ Cole,LV,P,6,1995-11-27,30,Sagittarius,Pig,Wood Pig,Pig,false,62/8,35/8,35/8,7,N.C. State
00-0038360,Alex Ward,LV,LS,47,1999-04-21,27,Taurus,Rabbit,Earth Rabbit,Rabbit,false,53/8,35/8,35/8,3,UCF
00-0040122,Ashton Jeanty,LV,RB,2,2003-12-02,22,Sagittarius,Goat,Water Goat,Goat,false,19/10/1,10/1,10/1,1,Boise State
00-0040150,Caleb Rogers,LV,OL,76,2001-10-03,24,Libra,Snake,Metal Snake,Snake,false,16/7,7,7,1,Texas Tech
00-0040151,Charles Grant,LV,OL,60,2002-03-22,24,Aries,Horse,Water Horse,Horse,false,29/11,11,11,1,William & Mary
00-0035345,Chris Myarick,LV,TE,41,1995-10-06,30,Libra,Pig,Wood Pig,Pig,false,40/4,31/4,31/4,7,Temple
00-0040228,Cody Lindenberg,LV,LB,55,2002-01-15,24,Capricorn,Snake,Metal Snake,Horse,true,20/2,11,11,1,Minnesota
00-0035891,Cody White,LV,WR,82,1998-11-28,27,Sagittarius,Tiger,Earth Tiger,Tiger,false,66/12/3,39/12/3,39/12/3,6,Michigan State
00-0037304,Connor Heyward,LV,RB,34,1999-01-22,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,51/6,33,33,4,Michigan State
00-0037093,Dareke Young,LV,WR,81,1999-06-04,27,Gemini,Rabbit,Earth Rabbit,Rabbit,false,38/11,38/11,38/11,4,Lenoir Rhyne
00-0038594,Darrell Luter Jr.,LV,DB,25,2000-04-24,26,Taurus,Dragon,Metal Dragon,Dragon,false,30/3,12/3,12/3,3,South Alabama
00-0039349,DJ Glaze,LV,OL,71,2002-08-04,24,Leo,Horse,Water Horse,Horse,false,16/7,16/7,16/7,2,Maryland
00-0039407,Dylan Laube,LV,RB,23,1999-12-14,26,Sagittarius,Rabbit,Earth Rabbit,Rabbit,false,54/9,36/9,36/9,2,New Hampshire
00-0036901,Eric Stokes,LV,DB,5,1999-03-01,27,Pisces,Rabbit,Earth Rabbit,Rabbit,false,32/5,32/5,32/5,5,Georgia
00-0041562,Fernando Mendoza,LV,QB,15,2003-10-01,22,Libra,Goat,Water Goat,Goat,false,16/7,7,7,0,Indiana; California
00-0034275,Foley Fatukasi,LV,DL,94,1995-03-04,31,Pisces,Pig,Wood Pig,Pig,false,31/4,31/4,31/4,8,Connecticut
00-0040889,Hezekiah Masses,LV,DB,35,2004-06-30,22,Cancer,Monkey,Wood Monkey,Monkey,false,42/6,15/6,15/6,0,California; Florida International
00-0034365,Ian Thomas,LV,TE,80,1996-06-06,30,Gemini,Rat,Fire Rat,Rat,false,37/10/1,37/10/1,37/10/1,8,Indiana; Nassau CC
00-0037512,Isaiah Pola-Mao,LV,DB,20,1999-06-30,27,Cancer,Rabbit,Earth Rabbit,Rabbit,false,64/10/1,37/10/1,37/10/1,4,USC
00-0040729,Jack Bech,LV,WR,18,2002-12-18,23,Sagittarius,Horse,Water Horse,Horse,false,34/7,16/7,16/7,1,TCU; LSU
00-0039735,Jackson Powers-Johnson,LV,OL,58,2003-01-23,23,Aquarius,Horse,Water Horse,Goat,true,29/11,11,11,2,Oregon
00-0037291,Jalen Nailor,LV,WR,9,1999-03-02,27,Pisces,Rabbit,Earth Rabbit,Rabbit,false,33,33,33,4,Michigan State
00-0036293,Jeremy Chinn,LV,DB,11,1998-02-26,28,Pisces,Tiger,Earth Tiger,Tiger,false,55/10/1,37/10/1,37/10/1,6,Southern Illinois
00-0041563,Jermod McCoy,LV,DB,28,2005-08-16,21,Leo,Rooster,Wood Rooster,Rooster,false,31/4,22,22,0,Tennessee; Oregon State
00-0039423,Jonah Laulu,LV,DL,96,2000-06-30,26,Cancer,Dragon,Metal Dragon,Dragon,false,38/11,11,11,2,Oklahoma; Hawaii
00-0029604,Kirk Cousins,LV,QB,8,1988-08-19,38,Leo,Dragon,Earth Dragon,Dragon,false,53/8,44/8,44/8,14,Michigan State
00-0034759,Kolton Miller,LV,OL,74,1995-10-09,30,Libra,Pig,Wood Pig,Pig,false,43/7,34/7,34/7,8,UCLA
00-0036479,Kwity Paye,LV,DL,95,1998-11-19,27,Scorpio,Tiger,Earth Tiger,Tiger,false,57/12/3,39/12/3,39/12/3,5,Michigan
00-0036989,Malcolm Koonce,LV,DL,51,1998-06-06,28,Gemini,Tiger,Earth Tiger,Tiger,false,39/12/3,39/12/3,39/12/3,5,Buffalo
00-0040894,Malik Benson,LV,WR,19,2002-10-17,23,Libra,Horse,Water Horse,Horse,false,31/4,13/4,13/4,0,Oregon; Florida State; Alabama; Hutchinson CC
